id_handwritting,id_writer,class
c08-479z-06,10048,44
c08-479z-07,10048,44
e09-502z-01,10048,44
e09-502z-02,10048,44
e09-502z-03,10048,44
e09-502z-04,10048,44
e09-502z-05,10048,44
e09-502z-06,10048,44
e09-502z-07,10048,44
e09-502z-08,10048,44
e09-502z-09,10048,44
h07-265z-01,10048,44
h07-265z-02,10048,44
h07-265z-03,10048,44
h07-265z-04,10048,44
h07-265z-05,10048,44
h07-265z-06,10048,44
h07-265z-07,10048,44
h07-265z-08,10048,44
h07-265z-09,10048,44
h07-265z-10,10048,44
k08-736z-01,10048,44
k08-736z-02,10048,44
k08-736z-03,10048,44
k08-736z-04,10048,44
k08-736z-05,10048,44
k08-736z-06,10048,44
l10-159z-01,10048,44
l10-159z-02,10048,44
l10-159z-03,10048,44
l10-159z-04,10048,44
l10-159z-05,10048,44
l10-159z-06,10048,44
n07-813z-01,10048,44
n07-813z-02,10048,44
n07-813z-03,10048,44
n07-813z-04,10048,44
n07-813z-05,10048,44
n07-813z-06,10048,44
n07-813z-07,10048,44
p09-076z-01,10048,44
p09-076z-02,10048,44
p09-076z-03,10048,44
p09-076z-04,10048,44
p09-076z-05,10048,44
p09-076z-06,10048,44
p09-076z-07,10048,44
a08-506z-01,10049,45
a08-506z-02,10049,45
a08-506z-03,10049,45
a08-506z-04,10049,45
a08-506z-05,10049,45
a08-506z-06,10049,45
a08-506z-07,10049,45
a08-506z-08,10049,45
c09-502z-01,10049,45
c09-502z-02,10049,45
c09-502z-03,10049,45
c09-502z-04,10049,45
c09-502z-05,10049,45
c09-502z-06,10049,45
e09-523z-01,10049,45
e09-523z-02,10049,45
e09-523z-03,10049,45
e09-523z-04,10049,45
e09-523z-05,10049,45
e09-523z-06,10049,45
e09-523z-07,10049,45
e09-523z-08,10049,45
h08-285z-01,10049,45
h08-285z-02,10049,45
h08-285z-03,10049,45
h08-285z-04,10049,45
h08-285z-05,10049,45
h08-285z-06,10049,45
h08-285z-07,10049,45
h08-285z-08,10049,45
k08-759z-01,10049,45
k08-759z-02,10049,45
k08-759z-03,10049,45
k08-759z-04,10049,45
k08-759z-05,10049,45
k08-759z-06,10049,45
k08-759z-07,10049,45
l10-188z-01,10049,45
l10-188z-02,10049,45
l10-188z-03,10049,45
l10-188z-04,10049,45
l10-188z-05,10049,45
l10-188z-06,10049,45
l10-188z-07,10049,45
n07-837z-01,10049,45
n07-837z-02,10049,45
n07-837z-03,10049,45
n07-837z-04,10049,45
n07-837z-05,10049,45
n07-837z-06,10049,45
p09-101z-01,10049,45
p09-101z-02,10049,45
p09-101z-03,10049,45
p09-101z-04,10049,45
p09-101z-05,10049,45
a08-531z-01,10050,46
a08-531z-02,10050,46
a08-531z-03,10050,46
a08-531z-04,10050,46
a08-531z-05,10050,46
a08-531z-06,10050,46
a08-531z-07,10050,46
c09-521z-01,10050,46
c09-521z-02,10050,46
c09-521z-03,10050,46
c09-521z-04,10050,46
c09-521z-05,10050,46
c09-521z-06,10050,46
c09-521z-07,10050,46
c09-521z-08,10050,46
e10-546z-01,10050,46
e10-546z-02,10050,46
e10-546z-03,10050,46
e10-546z-04,10050,46
e10-546z-05,10050,46
e10-546z-06,10050,46
h08-304z-01,10050,46
h08-304z-02,10050,46
h08-304z-03,10050,46
h08-304z-04,10050,46
h08-304z-05,10050,46
h08-304z-06,10050,46
h08-304z-07,10050,46
k08-779z-01,10050,46
k08-779z-02,10050,46
k08-779z-03,10050,46
k08-779z-04,10050,46
k08-779z-05,10050,46
m01-019z-01,10050,46
m01-019z-02,10050,46
m01-019z-03,10050,46
m01-019z-04,10050,46
n07-860z-01,10050,46
n07-860z-02,10050,46
n07-860z-03,10050,46
n07-860z-04,10050,46
n07-860z-05,10050,46
p09-124z-01,10050,46
p09-124z-02,10050,46
p09-124z-03,10050,46
p09-124z-04,10050,46
p09-124z-05,10050,46
p09-124z-06,10050,46
a08-551z-01,10051,47
a08-551z-02,10051,47
a08-551z-03,10051,47
a08-551z-04,10051,47
a08-551z-05,10051,47
a08-551z-06,10051,47
a08-551z-07,10051,47
a08-551z-08,10051,47
a08-551z-09,10051,47
c09-545z-01,10051,47
c09-545z-02,10051,47
c09-545z-03,10051,47
c09-545z-04,10051,47
c09-545z-05,10051,47
c09-545z-06,10051,47
e10-563z-01,10051,47
e10-563z-02,10051,47
e10-563z-03,10051,47
e10-563z-04,10051,47
e10-563z-05,10051,47
e10-563z-06,10051,47
h08-329z-01,10051,47
h08-329z-02,10051,47
h08-329z-03,10051,47
h08-329z-04,10051,47
h08-329z-05,10051,47
h08-329z-06,10051,47
k08-803z-01,10051,47
k08-803z-02,10051,47
k08-803z-03,10051,47
k08-803z-04,10051,47
k08-803z-05,10051,47
m01-037z-01,10051,47
m01-037z-02,10051,47
m01-037z-03,10051,47
m01-037z-04,10051,47
m01-037z-05,10051,47
n07-889z-01,10051,47
n07-889z-02,10051,47
n07-889z-03,10051,47
n07-889z-04,10051,47
n07-889z-05,10051,47
n07-889z-06,10051,47
p09-151z-01,10051,47
p09-151z-02,10051,47
p09-151z-03,10051,47
p09-151z-04,10051,47
p09-151z-05,10051,47
p09-151z-06,10051,47
p09-151z-07,10051,47
p09-151z-08,10051,47
p09-151z-09,10051,47
p09-151z-10,10051,47
a09-583z-01,10052,48
a09-583z-02,10052,48
a09-583z-03,10052,48
a09-583z-04,10052,48
a09-583z-05,10052,48
a09-583z-06,10052,48
a09-583z-07,10052,48
a09-583z-08,10052,48
a09-583z-09,10052,48
a09-583z-10,10052,48
c10-563z-01,10052,48
c10-563z-02,10052,48
c10-563z-03,10052,48
c10-563z-04,10052,48
c10-563z-05,10052,48
c10-563z-06,10052,48
c10-563z-07,10052,48
c10-563z-08,10052,48
c10-563z-09,10052,48
f01-017z-01,10052,48
f01-017z-02,10052,48
f01-017z-03,10052,48
f01-017z-04,10052,48
f01-017z-05,10052,48
f01-017z-06,10052,48
h09-351z-01,10052,48
h09-351z-02,10052,48
h09-351z-03,10052,48
h09-351z-04,10052,48
h09-351z-05,10052,48
h09-351z-06,10052,48
h09-351z-07,10052,48
h09-351z-08,10052,48
h09-351z-09,10052,48
h09-351z-10,10052,48
h09-351z-11,10052,48
k08-828z-01,10052,48
k08-828z-02,10052,48
k08-828z-03,10052,48
k08-828z-04,10052,48
k08-828z-05,10052,48
k08-828z-06,10052,48
k08-828z-07,10052,48
k08-828z-08,10052,48
m01-059z-01,10052,48
m01-059z-02,10052,48
m01-059z-03,10052,48
m01-059z-04,10052,48
m01-059z-05,10052,48
m01-059z-06,10052,48
n08-000z-01,10052,48
n08-000z-02,10052,48
n08-000z-03,10052,48
n08-000z-04,10052,48
n08-000z-05,10052,48
n08-000z-06,10052,48
n08-000z-07,10052,48
p09-172z-01,10052,48
p09-172z-02,10052,48
p09-172z-03,10052,48
p09-172z-04,10052,48
p09-172z-05,10052,48
p09-172z-06,10052,48
p09-172z-07,10052,48
p09-172z-08,10052,48
a09-607z-01,10053,49
a09-607z-02,10053,49
a09-607z-03,10053,49
a09-607z-04,10053,49
a09-607z-05,10053,49
a09-607z-06,10053,49
a09-607z-07,10053,49
c10-585z-01,10053,49
c10-585z-02,10053,49
c10-585z-03,10053,49
c10-585z-04,10053,49
c10-585z-05,10053,49
c10-585z-06,10053,49
c10-585z-07,10053,49
f01-036z-01,10053,49
f01-036z-02,10053,49
f01-036z-03,10053,49
f01-036z-04,10053,49
f01-036z-05,10053,49
f01-036z-06,10053,49
f01-036z-07,10053,49
f01-036z-08,10053,49
h09-370z-01,10053,49
h09-370z-02,10053,49
h09-370z-03,10053,49
h09-370z-04,10053,49
h09-370z-05,10053,49
h09-370z-06,10053,49
h09-370z-07,10053,49
h09-370z-08,10053,49
h09-370z-09,10053,49
h09-370z-10,10053,49
h09-370z-11,10053,49
k09-011z-01,10053,49
k09-011z-02,10053,49
k09-011z-03,10053,49
k09-011z-04,10053,49
k09-011z-05,10053,49
k09-011z-06,10053,49
m01-082z-01,10053,49
m01-082z-02,10053,49
m01-082z-03,10053,49
m01-082z-04,10053,49
m01-082z-05,10053,49
m01-082z-06,10053,49
m01-082z-07,10053,49
n08-031z-01,10053,49
n08-031z-02,10053,49
n08-031z-03,10053,49
n08-031z-04,10053,49
n08-031z-05,10053,49
p10-195z-01,10053,49
p10-195z-02,10053,49
p10-195z-03,10053,49
p10-195z-04,10053,49
p10-195z-05,10053,49
p10-195z-06,10053,49
p10-195z-07,10053,49
p10-195z-08,10053,49
a09-635z-01,10054,50
a09-635z-02,10054,50
a09-635z-03,10054,50
a09-635z-04,10054,50
a09-635z-05,10054,50
a09-635z-06,10054,50
a09-635z-07,10054,50
a09-635z-08,10054,50
d01-013z-01,10054,50
d01-013z-02,10054,50
d01-013z-03,10054,50
d01-013z-04,10054,50
d01-013z-05,10054,50
d01-013z-06,10054,50
d01-013z-07,10054,50
d01-013z-08,10054,50
d01-013z-09,10054,50
d01-013z-10,10054,50
f01-054z-01,10054,50
f01-054z-02,10054,50
f01-054z-03,10054,50
f01-054z-04,10054,50
f01-054z-05,10054,50
f01-054z-06,10054,50
f01-054z-07,10054,50
f01-054z-08,10054,50
f01-054z-09,10054,50
h10-408z-01,10054,50
h10-408z-02,10054,50
h10-408z-03,10054,50
h10-408z-04,10054,50
h10-408z-05,10054,50
h10-408z-06,10054,50
h10-408z-07,10054,50
h10-408z-08,10054,50
k09-848z-01,10054,50
k09-848z-02,10054,50
k09-848z-03,10054,50
k09-848z-04,10054,50
k09-848z-05,10054,50
k09-848z-06,10054,50
k09-848z-07,10054,50
m01-100z-01,10054,50
m01-100z-02,10054,50
m01-100z-03,10054,50
m01-100z-04,10054,50
m01-100z-05,10054,50
m01-100z-06,10054,50
m01-100z-07,10054,50
m01-100z-08,10054,50
m01-100z-09,10054,50
n08-066z-01,10054,50
n08-066z-02,10054,50
n08-066z-03,10054,50
n08-066z-04,10054,50
n08-066z-05,10054,50
n08-066z-06,10054,50
n08-066z-07,10054,50
n08-066z-08,10054,50
n08-066z-09,10054,50
p10-220z-01,10054,50
p10-220z-02,10054,50
p10-220z-03,10054,50
p10-220z-04,10054,50
p10-220z-05,10054,50
a09-657z-01,10055,51
a09-657z-02,10055,51
a09-657z-03,10055,51
a09-657z-04,10055,51
a09-657z-05,10055,51
a09-657z-06,10055,51
a09-657z-07,10055,51
a09-657z-08,10055,51
a09-657z-09,10055,51
d01-035z-01,10055,51
d01-035z-02,10055,51
d01-035z-03,10055,51
d01-035z-04,10055,51
d01-035z-05,10055,51
d01-035z-06,10055,51
d01-035z-07,10055,51
d01-035z-08,10055,51
d01-035z-09,10055,51
d01-035z-10,10055,51
f01-084z-01,10055,51
f01-084z-02,10055,51
f01-084z-03,10055,51
f01-084z-04,10055,51
f01-084z-05,10055,51
f01-084z-06,10055,51
f01-084z-07,10055,51
f01-084z-08,10055,51
h10-429z-01,10055,51
h10-429z-02,10055,51
h10-429z-03,10055,51
h10-429z-04,10055,51
h10-429z-05,10055,51
h10-429z-06,10055,51
h10-429z-07,10055,51
h10-429z-08,10055,51
h10-429z-09,10055,51
h10-429z-10,10055,51
h10-429z-11,10055,51
k09-874z-01,10055,51
k09-874z-02,10055,51
k09-874z-03,10055,51
k09-874z-04,10055,51
k09-874z-05,10055,51
k09-874z-06,10055,51
m02-120z-01,10055,51
m02-120z-02,10055,51
m02-120z-03,10055,51
m02-120z-04,10055,51
m02-120z-05,10055,51
m02-120z-06,10055,51
m02-120z-07,10055,51
m02-120z-08,10055,51
n08-934z-01,10055,51
n08-934z-02,10055,51
n08-934z-03,10055,51
n08-934z-04,10055,51
n08-934z-05,10055,51
n08-934z-06,10055,51
n08-934z-07,10055,51
p10-242z-01,10055,51
p10-242z-02,10055,51
p10-242z-03,10055,51
p10-242z-04,10055,51
p10-242z-05,10055,51
p10-242z-06,10055,51
p10-242z-07,10055,51
p10-242z-08,10055,51
a10-683z-01,10056,52
a10-683z-02,10056,52
a10-683z-03,10056,52
a10-683z-04,10056,52
a10-683z-05,10056,52
a10-683z-06,10056,52
a10-683z-07,10056,52
d01-052z-01,10056,52
d01-052z-02,10056,52
d01-052z-03,10056,52
d01-052z-04,10056,52
d01-052z-05,10056,52
d01-052z-06,10056,52
d01-052z-07,10056,52
d01-052z-08,10056,52
f02-111z-01,10056,52
f02-111z-02,10056,52
f02-111z-03,10056,52
f02-111z-04,10056,52
f02-111z-05,10056,52
f02-111z-06,10056,52
f02-111z-07,10056,52
f02-111z-08,10056,52
f02-111z-09,10056,52
j01-007z-01,10056,52
j01-007z-02,10056,52
j01-007z-03,10056,52
j01-007z-04,10056,52
j01-007z-05,10056,52
j01-007z-06,10056,52
j01-007z-07,10056,52
j01-007z-08,10056,52
k09-899z-01,10056,52
k09-899z-02,10056,52
k09-899z-03,10056,52
k09-899z-04,10056,52
k09-899z-05,10056,52
k09-899z-06,10056,52
k09-899z-07,10056,52
m02-141z-01,10056,52
m02-141z-02,10056,52
m02-141z-03,10056,52
m02-141z-04,10056,52
m02-141z-05,10056,52
m02-141z-06,10056,52
m02-141z-07,10056,52
n08-968z-01,10056,52
n08-968z-02,10056,52
n08-968z-03,10056,52
n08-968z-04,10056,52
n08-968z-05,10056,52
p10-269z-01,10056,52
p10-269z-02,10056,52
p10-269z-03,10056,52
p10-269z-04,10056,52
p10-269z-05,10056,52
p10-269z-06,10056,52
a10-707z-01,10057,53
a10-707z-02,10057,53
a10-707z-03,10057,53
a10-707z-04,10057,53
a10-707z-05,10057,53
a10-707z-06,10057,53
d02-070z-01,10057,53
d02-070z-02,10057,53
d02-070z-03,10057,53
d02-070z-04,10057,53
d02-070z-05,10057,53
d02-070z-06,10057,53
d02-070z-07,10057,53
f02-133z-01,10057,53
f02-133z-02,10057,53
f02-133z-03,10057,53
f02-133z-04,10057,53
f02-133z-05,10057,53
f02-133z-06,10057,53
f02-133z-07,10057,53
j01-026z-01,10057,53
j01-026z-02,10057,53
j01-026z-03,10057,53
j01-026z-04,10057,53
j01-026z-05,10057,53
j01-026z-06,10057,53
j01-026z-07,10057,53
j01-026z-08,10057,53
j01-026z-09,10057,53
k09-931z-01,10057,53
k09-931z-02,10057,53
k09-931z-03,10057,53
k09-931z-04,10057,53
k09-931z-05,10057,53
m02-156z-01,10057,53
m02-156z-02,10057,53
m02-156z-03,10057,53
m02-156z-04,10057,53
m02-156z-05,10057,53
m02-156z-06,10057,53
n09-077z-01,10057,53
n09-077z-02,10057,53
n09-077z-03,10057,53
n09-077z-04,10057,53
n09-077z-05,10057,53
p10-298z-01,10057,53
p10-298z-02,10057,53
p10-298z-03,10057,53
p10-298z-04,10057,53
b01-001z-01,10058,54
b01-001z-02,10058,54
b01-001z-03,10058,54
b01-001z-04,10058,54
b01-001z-05,10058,54
b01-001z-06,10058,54
b01-001z-07,10058,54
d03-091z-01,10058,54
d03-091z-02,10058,54
d03-091z-03,10058,54
d03-091z-04,10058,54
d03-091z-05,10058,54
d03-091z-06,10058,54
d03-091z-07,10058,54
f03-159z-01,10058,54
f03-159z-02,10058,54
f03-159z-03,10058,54
f03-159z-04,10058,54
f03-159z-05,10058,54
f03-159z-06,10058,54
f03-159z-07,10058,54
j01-048z-01,10058,54
j01-048z-02,10058,54
j01-048z-03,10058,54
j01-048z-04,10058,54
j01-048z-05,10058,54
j01-048z-06,10058,54
j01-048z-07,10058,54
j01-048z-08,10058,54
k09-960z-01,10058,54
k09-960z-02,10058,54
k09-960z-03,10058,54
k09-960z-04,10058,54
k09-960z-05,10058,54
k09-960z-06,10058,54
m03-180z-01,10058,54
m03-180z-02,10058,54
m03-180z-03,10058,54
m03-180z-04,10058,54
m03-180z-05,10058,54
n09-100z-01,10058,54
n09-100z-02,10058,54
n09-100z-03,10058,54
n09-100z-04,10058,54
n09-100z-05,10058,54
n09-100z-06,10058,54
n09-100z-07,10058,54
p10-325z-01,10058,54
p10-325z-02,10058,54
p10-325z-03,10058,54
p10-325z-04,10058,54
p10-325z-05,10058,54
p10-325z-06,10058,54
p10-325z-07,10058,54
b01-024z-01,10059,55
b01-024z-02,10059,55
b01-024z-03,10059,55
b01-024z-04,10059,55
b01-024z-05,10059,55
b01-024z-06,10059,55
b01-024z-07,10059,55
b01-024z-08,10059,55
d03-121z-01,10059,55
d03-121z-02,10059,55
d03-121z-03,10059,55
d03-121z-04,10059,55
d03-121z-05,10059,55
d03-121z-06,10059,55
d03-121z-07,10059,55
f03-188z-01,10059,55
f03-188z-02,10059,55
f03-188z-03,10059,55
f03-188z-04,10059,55
f03-188z-05,10059,55
f03-188z-06,10059,55
j02-068z-01,10059,55
j02-068z-02,10059,55
j02-068z-03,10059,55
j02-068z-04,10059,55
j02-068z-05,10059,55
j02-068z-06,10059,55
j02-068z-07,10059,55
k09-994z-01,10059,55
k09-994z-02,10059,55
k09-994z-03,10059,55
k09-994z-04,10059,55
k09-994z-05,10059,55
m03-209z-01,10059,55
m03-209z-02,10059,55
m03-209z-03,10059,55
m03-209z-04,10059,55
m03-209z-05,10059,55
m03-209z-06,10059,55
n09-120z-01,10059,55
n09-120z-02,10059,55
n09-120z-03,10059,55
n09-120z-04,10059,55
n09-120z-05,10059,55
n09-120z-06,10059,55
n09-120z-07,10059,55
n09-120z-08,10059,55
p10-350z-01,10059,55
p10-350z-02,10059,55
p10-350z-03,10059,55
p10-350z-04,10059,55
p10-350z-05,10059,55
p10-350z-06,10059,55
p10-350z-07,10059,55
b01-050z-01,10060,56
b01-050z-02,10060,56
b01-050z-03,10060,56
b01-050z-04,10060,56
b01-050z-05,10060,56
b01-050z-06,10060,56
b01-050z-07,10060,56
b01-050z-08,10060,56
d03-144z-01,10060,56
d03-144z-02,10060,56
d03-144z-03,10060,56
d03-144z-04,10060,56
d03-144z-05,10060,56
d03-144z-06,10060,56
d03-144z-07,10060,56
f03-214z-01,10060,56
f03-214z-02,10060,56
f03-214z-03,10060,56
f03-214z-04,10060,56
f03-214z-05,10060,56
f03-214z-06,10060,56
f03-214z-07,10060,56
j02-087z-01,10060,56
j02-087z-02,10060,56
j02-087z-03,10060,56
j02-087z-04,10060,56
j02-087z-05,10060,56
j02-087z-06,10060,56
j02-087z-07,10060,56
j02-087z-08,10060,56
j02-087z-09,10060,56
k10-058z-01,10060,56
k10-058z-02,10060,56
k10-058z-03,10060,56
k10-058z-04,10060,56
k10-058z-05,10060,56
k10-058z-06,10060,56
k10-058z-07,10060,56
k10-058z-08,10060,56
k10-058z-09,10060,56
k10-058z-10,10060,56
m04-233z-01,10060,56
m04-233z-02,10060,56
m04-233z-03,10060,56
m04-233z-04,10060,56
m04-233z-05,10060,56
m04-233z-06,10060,56
n09-149z-01,10060,56
n09-149z-02,10060,56
n09-149z-03,10060,56
n09-149z-04,10060,56
n09-149z-05,10060,56
n09-149z-06,10060,56
n09-149z-07,10060,56
n09-149z-08,10060,56
r01-004z-01,10060,56
r01-004z-02,10060,56
r01-004z-03,10060,56
r01-004z-04,10060,56
r01-004z-05,10060,56
r01-004z-06,10060,56
r01-004z-07,10060,56
b01-074z-01,10061,57
b01-074z-02,10061,57
b01-074z-03,10061,57
b01-074z-04,10061,57
b01-074z-05,10061,57
b01-074z-06,10061,57
b01-074z-07,10061,57
b01-074z-08,10061,57
d03-168z-01,10061,57
d03-168z-02,10061,57
d03-168z-03,10061,57
d03-168z-04,10061,57
d03-168z-05,10061,57
d03-168z-06,10061,57
f03-242z-01,10061,57
f03-242z-02,10061,57
f03-242z-03,10061,57
f03-242z-04,10061,57
f03-242z-05,10061,57
f03-242z-06,10061,57
j02-101z-01,10061,57
j02-101z-02,10061,57
j02-101z-03,10061,57
j02-101z-04,10061,57
j02-101z-05,10061,57
j02-101z-06,10061,57
j02-101z-07,10061,57
k10-086z-01,10061,57
k10-086z-02,10061,57
k10-086z-03,10061,57
k10-086z-04,10061,57
k10-086z-05,10061,57
k10-086z-06,10061,57
m04-257z-01,10061,57
m04-257z-02,10061,57
m04-257z-03,10061,57
m04-257z-04,10061,57
m04-257z-05,10061,57
n09-168z-01,10061,57
n09-168z-02,10061,57
n09-168z-03,10061,57
n09-168z-04,10061,57
n09-168z-05,10061,57
n09-168z-06,10061,57
r01-027z-01,10061,57
r01-027z-02,10061,57
r01-027z-03,10061,57
r01-027z-04,10061,57
r01-027z-05,10061,57
r01-027z-06,10061,57
r01-027z-07,10061,57
b01-097z-01,10062,58
b01-097z-02,10062,58
b01-097z-03,10062,58
b01-097z-04,10062,58
b01-097z-05,10062,58
b01-097z-06,10062,58
b01-097z-07,10062,58
b01-097z-08,10062,58
b01-097z-09,10062,58
d03-195z-01,10062,58
d03-195z-02,10062,58
d03-195z-03,10062,58
d03-195z-04,10062,58
d03-195z-05,10062,58
d03-195z-06,10062,58
f03-267z-01,10062,58
f03-267z-02,10062,58
f03-267z-03,10062,58
f03-267z-04,10062,58
f03-267z-05,10062,58
f03-267z-06,10062,58
j03-116z-01,10062,58
j03-116z-02,10062,58
j03-116z-03,10062,58
j03-116z-04,10062,58
j03-116z-05,10062,58
j03-116z-06,10062,58
j03-116z-07,10062,58
j03-116z-08,10062,58
j03-116z-09,10062,58
k10-114z-01,10062,58
k10-114z-02,10062,58
k10-114z-03,10062,58
k10-114z-04,10062,58
k10-114z-05,10062,58
m04-286z-01,10062,58
m04-286z-02,10062,58
m04-286z-03,10062,58
m04-286z-04,10062,58
m04-286z-05,10062,58
m04-286z-06,10062,58
m04-286z-07,10062,58
n09-194z-01,10062,58
n09-194z-02,10062,58
n09-194z-03,10062,58
n09-194z-04,10062,58
n09-194z-05,10062,58
r01-053z-01,10062,58
r01-053z-02,10062,58
r01-053z-03,10062,58
r01-053z-04,10062,58
r01-053z-05,10062,58
r01-053z-06,10062,58
r01-053z-07,10062,58
b02-116z-01,10063,59
b02-116z-02,10063,59
b02-116z-03,10063,59
b02-116z-04,10063,59
b02-116z-05,10063,59
b02-116z-06,10063,59
b02-116z-07,10063,59
b02-116z-08,10063,59
b02-116z-09,10063,59
d03-229z-01,10063,59
d03-229z-02,10063,59
d03-229z-03,10063,59
d03-229z-04,10063,59
d03-229z-05,10063,59
d03-229z-06,10063,59
f03-295z-01,10063,59
f03-295z-02,10063,59
f03-295z-03,10063,59
f03-295z-04,10063,59
f03-295z-05,10063,59
f03-295z-06,10063,59
j03-147z-01,10063,59
j03-147z-02,10063,59
j03-147z-03,10063,59
j03-147z-04,10063,59
j03-147z-05,10063,59
j03-147z-06,10063,59
l01-023z-01,10063,59
l01-023z-02,10063,59
l01-023z-03,10063,59
l01-023z-04,10063,59
l01-023z-05,10063,59
l01-023z-06,10063,59
l01-023z-07,10063,59
m04-310z-01,10063,59
m04-310z-02,10063,59
m04-310z-03,10063,59
m04-310z-04,10063,59
m04-310z-05,10063,59
m04-310z-06,10063,59
m04-310z-07,10063,59
n10-225z-01,10063,59
n10-225z-02,10063,59
n10-225z-03,10063,59
n10-225z-04,10063,59
n10-225z-05,10063,59
n10-225z-06,10063,59
n10-225z-07,10063,59
r01-085z-01,10063,59
r01-085z-02,10063,59
r01-085z-03,10063,59
r01-085z-04,10063,59
r01-085z-05,10063,59
r01-085z-06,10063,59
r01-085z-07,10063,59
r01-085z-08,10063,59
r01-085z-09,10063,59
b02-136z-01,10064,60
b02-136z-02,10064,60
b02-136z-03,10064,60
b02-136z-04,10064,60
b02-136z-05,10064,60
d04-251z-01,10064,60
d04-251z-02,10064,60
d04-251z-03,10064,60
d04-251z-04,10064,60
f04-310z-01,10064,60
f04-310z-02,10064,60
f04-310z-03,10064,60
f04-310z-04,10064,60
f04-310z-05,10064,60
j03-174z-01,10064,60
j03-174z-02,10064,60
j03-174z-03,10064,60
j03-174z-04,10064,60
j03-174z-05,10064,60
j03-174z-06,10064,60
j03-174z-07,10064,60
j03-174z-08,10064,60
j03-174z-09,10064,60
l01-048z-01,10064,60
l01-048z-02,10064,60
l01-048z-03,10064,60
l01-048z-04,10064,60
m04-337z-01,10064,60
m04-337z-02,10064,60
m04-337z-03,10064,60
m04-337z-04,10064,60
n10-249z-01,10064,60
n10-249z-02,10064,60
n10-249z-03,10064,60
n10-249z-04,10064,60
n10-249z-05,10064,60
n10-249z-06,10064,60
n10-249z-07,10064,60
n10-249z-08,10064,60
r02-103z-01,10064,60
r02-103z-02,10064,60
r02-103z-03,10064,60
r02-103z-04,10064,60
r02-103z-05,10064,60
r02-103z-06,10064,60
r02-103z-07,10064,60
b03-154z-01,10065,61
b03-154z-02,10065,61
b03-154z-03,10065,61
b03-154z-04,10065,61
b03-154z-05,10065,61
b03-154z-06,10065,61
b03-154z-07,10065,61
d04-274z-01,10065,61
d04-274z-02,10065,61
d04-274z-03,10065,61
d04-274z-04,10065,61
d04-274z-05,10065,61
f04-325z-01,10065,61
f04-325z-02,10065,61
f04-325z-03,10065,61
f04-325z-04,10065,61
f04-325z-05,10065,61
f04-325z-06,10065,61
f04-325z-07,10065,61
j04-192z-01,10065,61
j04-192z-02,10065,61
j04-192z-03,10065,61
j04-192z-04,10065,61
j04-192z-05,10065,61
j04-192z-06,10065,61
l01-076z-01,10065,61
l01-076z-02,10065,61
l01-076z-03,10065,61
l01-076z-04,10065,61
m04-374z-01,10065,61
m04-374z-02,10065,61
m04-374z-03,10065,61
m04-374z-04,10065,61
m04-374z-05,10065,61
m04-374z-06,10065,61
n10-271z-01,10065,61
n10-271z-02,10065,61
n10-271z-03,10065,61
n10-271z-04,10065,61
n10-271z-05,10065,61
n10-271z-06,10065,61
n10-271z-07,10065,61
r02-127z-01,10065,61
r02-127z-02,10065,61
r02-127z-03,10065,61
r02-127z-04,10065,61
r02-127z-05,10065,61
r02-127z-06,10065,61
b03-171z-01,10066,62
b03-171z-02,10066,62
b03-171z-03,10066,62
b03-171z-04,10066,62
b03-171z-05,10066,62
b03-171z-06,10066,62
b03-171z-07,10066,62
d04-298z-01,10066,62
d04-298z-02,10066,62
d04-298z-03,10066,62
d04-298z-04,10066,62
f05-342z-01,10066,62
f05-342z-02,10066,62
f05-342z-03,10066,62
f05-342z-04,10066,62
f05-342z-05,10066,62
f05-342z-06,10066,62
f05-342z-07,10066,62
j04-208z-01,10066,62
j04-208z-02,10066,62
j04-208z-03,10066,62
j04-208z-04,10066,62
j04-208z-05,10066,62
l01-100z-01,10066,62
l01-100z-02,10066,62
l01-100z-03,10066,62
l01-100z-04,10066,62
m04-404z-01,10066,62
m04-404z-02,10066,62
m04-404z-03,10066,62
m04-404z-04,10066,62
m04-404z-05,10066,62
n10-293z-01,10066,62
n10-293z-02,10066,62
n10-293z-03,10066,62
n10-293z-04,10066,62
n10-293z-05,10066,62
n10-293z-06,10066,62
r02-150z-01,10066,62
r02-150z-02,10066,62
r02-150z-03,10066,62
r02-150z-04,10066,62
b03-195z-01,10067,63
b03-195z-02,10067,63
b03-195z-03,10067,63
b03-195z-04,10067,63
b03-195z-05,10067,63
b03-195z-06,10067,63
d05-325z-01,10067,63
d05-325z-02,10067,63
d05-325z-03,10067,63
d05-325z-04,10067,63
d05-325z-05,10067,63
d05-325z-06,10067,63
f05-361z-01,10067,63
f05-361z-02,10067,63
f05-361z-03,10067,63
f05-361z-04,10067,63
f05-361z-05,10067,63
f05-361z-06,10067,63
f05-361z-07,10067,63
j04-225z-01,10067,63
j04-225z-02,10067,63
j04-225z-03,10067,63
j04-225z-04,10067,63
j04-225z-05,10067,63
j04-225z-06,10067,63
j04-225z-07,10067,63
j04-225z-08,10067,63
j04-225z-09,10067,63
j04-225z-10,10067,63
j04-225z-11,10067,63
l01-125z-01,10067,63
l01-125z-02,10067,63
l01-125z-03,10067,63
l01-125z-04,10067,63
l01-125z-05,10067,63
m05-426z-01,10067,63
m05-426z-02,10067,63
m05-426z-03,10067,63
m05-426z-04,10067,63
m05-426z-05,10067,63
m05-426z-06,10067,63
m05-426z-07,10067,63
